"Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for canceling by Customer,Canceled Rides by Driver,Reason for canceling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating"
"2025-01-07,11:49,CNR339752412,Success,CUST469803,Prime SUV,Malharganj,Nanda Nagar,6.0,12.0,False,,False,,False,,511,12.39,4.1,4.9"
"2025-01-25,19:43,CNR315222450,Success,CUST928184,Prime Sedan,Mhow Naka,RNT Marg,7.0,14.0,False,,False,,False,,987,19.91,3.2,3.4"
"2025-01-27,16:16,CNR917205406,Success,CUST485427,Mini,Chhoti Gwaltoli,Scheme No. 72,18.0,10.0,False,,False,,False,,156,15.6,4.8,4.9"
"2025-01-25,23:04,CNR891865909,Canceled by Driver,CUST783650,eBike,Annapurna,Lasudia Mori,,,False,,True,Personal & Car related issue,False,,159,13.01,,"
"2025-01-19,11:09,CNR261402106,Canceled by Driver,CUST456750,Prime Sedan,Scheme No. 72,Khajrana,,,False,,True,Personal & Car related issue,False,,744,11.0,,"
"2025-01-09,11:26,CNR290957561,Success,CUST379794,eBike,Palasia,Tilak Nagar,11.0,7.0,False,,False,,False,,185,15.08,4.8,3.7"
"2025-01-11,23:26,CNR674418635,Success,CUST192469,Mini,MR 1,Geeta Bhawan,16.0,5.0,False,,False,,False,,615,10.25,4.7,3.5"
"2025-01-19,17:10,CNR857049708,Success,CUST337254,Auto,Juni Indore,Palasia,11.0,8.0,False,,False,,False,,564,10.87,4.2,3.6"
"2025-01-24,04:49,CNR940647522,Success,CUST212138,eBike,Bhawarkua,Juni Indore,20.0,11.0,False,,False,,False,,277,2.1,3.4,4.3"
"2025-01-25,15:22,CNR565874225,Canceled by Customer,CUST825183,Auto,Rau,MR 3,,,True,Driver is not moving towards pickup location,False,,False,,862,3.2,,"
"2025-01-07,19:11,CNR138342288,Success,CUST615839,Bike,Scheme No. 74,MR 2,18.0,7.0,False,,False,,False,,472,13.29,3.8,3.6"
"2025-01-27,22:02,CNR506285950,Success,CUST997823,Prime Plus,Scheme No. 140,Scheme No. 73,15.0,7.0,False,,False,,False,,657,11.9,4.3,4.9"
"2025-01-05,12:04,CNR181763506,Success,CUST886080,Prime SUV,MR 3,MR 1,19.0,20.0,False,,False,,False,,1369,5.39,4.0,3.2"
"2025-01-14,23:41,CNR443947220,Success,CUST613088,Auto,Scheme No. 71,Lokmanya Nagar,13.0,6.0,False,,False,,False,,281,5.24,4.1,4.7"
"2025-01-13,16:07,CNR942944511,Incomplete,CUST717929,Mini,Palasia,Tilak Nagar,,,False,,False,,True,Customer Demand,536,5.52,,"
"2025-01-26,17:43,CNR773959371,Canceled by Driver,CUST795534,Auto,Bhawarkua,Scheme No. 73,,,False,,True,Customer related issue,False,,1840,13.57,,"
"2025-01-14,12:16,CNR365709430,Success,CUST119540,Prime Plus,Silicon City,Super Corridor,14.0,17.0,False,,False,,False,,220,5.1,3.0,4.4"
"2025-01-20,07:48,CNR716251935,Canceled by Driver,CUST339019,Prime Sedan,Lokmanya Nagar,Pipliyahana,,,False,,True,Customer related issue,False,,252,18.59,,"
"2025-01-23,11:30,CNR898904886,Success,CUST120966,eBike,Super Corridor,Scheme No. 114,5.0,15.0,False,,False,,False,,750,19.88,4.3,3.1"
"2025-01-15,11:59,CNR381468796,Canceled by Customer,CUST763893,eBike,MR 4,MR 9,,,True,AC is not working,False,,False,,883,6.6,,"
"2025-01-07,13:20,CNR474115263,Success,CUST995293,eBike,LIG Colony,MR 9,9.0,20.0,False,,False,,False,,199,19.77,3.9,3.0"
"2025-01-10,04:54,CNR445154055,Success,CUST690863,Prime Sedan,Silicon City,Scheme No. 73,7.0,5.0,False,,False,,False,,474,4.86,3.9,4.9"
"2025-01-13,12:22,CNR922428981,Canceled by Driver,CUST622429,eBike,Scheme No. 73,Chhoti Gwaltoli,,,False,,True,Customer related issue,False,,1412,2.38,,"
"2025-01-13,10:27,CNR106808140,Success,CUST496373,eBike,Geeta Bhawan,Scheme No. 71,12.0,12.0,False,,False,,False,,350,9.41,3.7,3.2"
"2025-01-14,18:21,CNR184802856,Incomplete,CUST229366,Mini,Scheme No. 71,Rau,,,False,,False,,True,Other Issue,680,9.54,,"
"2025-01-14,12:38,CNR498854324,Canceled by Driver,CUST944803,Prime Sedan,Scheme No. 72,LIG Colony,,,False,,True,Customer related issue,False,,947,17.08,,"
"2025-01-16,08:46,CNR871652641,Incomplete,CUST660016,Prime Sedan,Pipliyahana,Lasudia Mori,,,False,,False,,True,Customer Demand,330,14.45,,"
"2025-01-02,07:18,CNR625716114,Success,CUST195278,Prime SUV,Mhow Naka,AB Road,5.0,13.0,False,,False,,False,,181,9.77,4.7,4.4"
"2025-01-27,20:14,CNR917266921,Canceled by Driver,CUST317226,eBike,Banganga,Scheme No. 140,,,False,,True,More than permitted people in there,False,,113,3.65,,"
"2025-01-28,12:13,CNR459024734,Success,CUST433033,Prime Plus,Mhow Naka,Scheme No. 94,10.0,6.0,False,,False,,False,,957,17.41,3.6,3.9"
"2025-01-15,09:36,CNR938105490,Canceled by Driver,CUST273389,Auto,Aerodrome Road,Scheme No. 94,,,False,,True,More than permitted people in there,False,,144,12.3,,"
"2025-01-04,04:48,CNR276026366,Success,CUST491631,eBike,Bhawarkua,Scheme No. 71,11.0,8.0,False,,False,,False,,862,18.26,3.7,4.9"
"2025-01-17,07:32,CNR840604095,Success,CUST804491,Prime Plus,Bhanwarkuan,Lokmanya Nagar,16.0,12.0,False,,False,,False,,334,8.26,4.8,4.5"
"2025-01-06,16:15,CNR985487981,Canceled by Customer,CUST472407,Prime Plus,Mhow Naka,Patel Nagar,,,True,Change of plans,False,,False,,423,10.94,,"
"2025-01-10,01:37,CNR707428543,Canceled by Driver,CUST423196,Prime SUV,Geeta Bhawan,MR 3,,,False,,True,Customer was coughing/sick,False,,450,8.35,,"
"2025-01-04,00:47,CNR874270245,Success,CUST451420,Mini,Geeta Bhawan,Nanda Nagar,6.0,15.0,False,,False,,False,,750,4.1,4.9,4.5"
"2025-01-03,15:12,CNR611909763,Canceled by Customer,CUST862898,Bike,Khajrana,Geeta Bhawan,,,True,Wrong Address,False,,False,,493,10.57,,"
"2025-01-08,04:55,CNR747435498,Success,CUST865059,Bike,MR 2,Patel Nagar,5.0,8.0,False,,False,,False,,452,19.37,4.1,4.1"
"2025-01-11,09:46,CNR648307000,Success,CUST985469,eBike,Scheme No. 73,Annapurna,18.0,19.0,False,,False,,False,,313,17.44,4.1,3.5"
"2025-01-02,17:06,CNR154651554,Incomplete,CUST600770,eBike,Tilak Nagar,Patel Nagar,,,False,,False,,True,Vehicle Breakdown,336,14.92,,"
"2025-01-21,17:29,CNR131254713,Canceled by Driver,CUST102663,Mini,MR 1,Scheme No. 73,,,False,,True,Customer related issue,False,,469,17.86,,"
"2025-01-14,13:19,CNR800049723,Incomplete,CUST986029,Prime Plus,Mhow Naka,Sapna Sangeeta,,,False,,False,,True,Vehicle Breakdown,138,9.12,,"
"2025-01-11,23:02,CNR380053200,Success,CUST860913,Mini,MR 9,LIG Colony,15.0,6.0,False,,False,,False,,556,17.06,3.6,3.4"
"2025-01-20,15:12,CNR528216283,Success,CUST454399,Mini,Scheme No. 73,Scheme No. 54,7.0,14.0,False,,False,,False,,198,14.45,4.0,3.1"
"2025-01-13,12:25,CNR978790860,Success,CUST159523,Prime SUV,Scheme No. 114,Rau,17.0,17.0,False,,False,,False,,371,14.3,3.6,4.2"
"2025-01-27,21:25,CNR780080261,Success,CUST566812,Prime SUV,MR 9,Mhow Naka,18.0,15.0,False,,False,,False,,362,2.22,4.2,4.2"
"2025-01-18,21:30,CNR508023264,Canceled by Driver,CUST449753,Bike,MR 1,MG Road,,,False,,True,Personal & Car related issue,False,,1051,17.97,,"
"2025-01-11,08:05,CNR877605616,Success,CUST238169,Mini,Nanda Nagar,Juni Indore,15.0,20.0,False,,False,,False,,247,12.92,3.1,4.7"
"2025-01-01,18:20,CNR464526498,Success,CUST430822,Bike,Rau,Banganga,14.0,15.0,False,,False,,False,,468,11.19,4.7,3.1"
"2025-01-29,20:12,CNR760956488,Canceled by Driver,CUST493463,eBike,Super Corridor,Scheme No. 140,,,False,,True,Customer related issue,False,,416,14.01,,"
"2025-01-12,00:51,CNR965906418,Success,CUST573832,Prime Sedan,MR 3,Banganga,15.0,15.0,False,,False,,False,,169,12.37,4.8,3.6"
"2025-01-17,23:14,CNR435495120,Success,CUST400966,Prime Plus,Nanda Nagar,Bhanwarkuan,15.0,7.0,False,,False,,False,,584,5.82,4.2,3.1"
"2025-01-19,00:05,CNR571315211,Success,CUST483555,Auto,Khajrana,Tilak Nagar,14.0,19.0,False,,False,,False,,696,9.4,3.3,3.2"
"2025-01-05,20:21,CNR816315265,Incomplete,CUST950229,Prime SUV,Aerodrome Road,MG Road,,,False,,False,,True,Vehicle Breakdown,156,10.69,,"
"2025-01-08,18:56,CNR244128528,Canceled by Customer,CUST527960,Prime Sedan,MR 3,Chhoti Gwaltoli,,,True,Driver is not moving towards pickup location,False,,False,,378,19.17,,"
"2025-01-16,12:08,CNR794221395,Success,CUST284478,Bike,Vijay Nagar,LIG Colony,19.0,6.0,False,,False,,False,,679,12.54,3.7,3.1"
"2025-01-06,21:32,CNR377600787,Success,CUST332335,Prime Plus,Aerodrome Road,Navlakha,5.0,14.0,False,,False,,False,,446,9.16,4.4,4.3"
"2025-01-13,19:00,CNR119371091,Success,CUST265987,Prime Sedan,Ring Road,Scheme No. 74,13.0,11.0,False,,False,,False,,865,15.99,3.4,3.1"
"2025-01-09,23:40,CNR641760998,Canceled by Driver,CUST455301,Bike,Tilak Nagar,Navlakha,,,False,,True,Customer was coughing/sick,False,,192,19.57,,"
"2025-01-09,10:57,CNR287246158,Success,CUST512947,Prime Sedan,Hira Nagar,Scheme No. 140,9.0,18.0,False,,False,,False,,159,10.03,4.7,3.1"
"2025-01-15,22:58,CNR608351611,Canceled by Driver,CUST190914,Prime Plus,Pipliyahana,Bhanwarkuan,,,False,,True,Customer was coughing/sick,False,,963,3.05,,"
"2025-01-24,00:14,CNR794356761,Incomplete,CUST901029,Prime SUV,MG Road,Nanda Nagar,,,False,,False,,True,Vehicle Breakdown,832,2.29,,"
"2025-01-21,09:37,CNR931852672,Success,CUST766006,Prime Sedan,Scheme No. 74,Chhoti Gwaltoli,17.0,15.0,False,,False,,False,,470,2.32,3.1,3.5"
"2025-01-20,16:46,CNR864174449,Success,CUST725502,Prime SUV,Navlakha,Silicon City,9.0,17.0,False,,False,,False,,448,8.72,3.4,4.2"
"2025-01-29,18:33,CNR341369817,Success,CUST168636,eBike,Sudama Nagar,Chhoti Gwaltoli,8.0,14.0,False,,False,,False,,943,13.17,3.7,4.0"
"2025-01-09,01:24,CNR879520661,Success,CUST497846,Auto,Scheme No. 78,Bada Gwaltoli,19.0,20.0,False,,False,,False,,201,4.01,4.6,4.9"
"2025-01-04,16:40,CNR510960746,Incomplete,CUST365539,Prime Sedan,MR 2,Bada Gwaltoli,,,False,,False,,True,Other Issue,381,9.9,,"
"2025-01-31,18:55,CNR830083504,Success,CUST212153,Mini,Chhoti Gwaltoli,Scheme No. 54,15.0,5.0,False,,False,,False,,201,19.1,3.3,3.1"
"2025-01-16,00:15,CNR995433934,Canceled by Driver,CUST240057,eBike,Silicon City,Scheme No. 94,,,False,,True,Customer was coughing/sick,False,,434,7.87,,"
"2025-01-24,18:16,CNR252997533,Success,CUST413712,Bike,Bhanwarkuan,Silicon City,6.0,14.0,False,,False,,False,,821,17.35,4.8,4.9"
"2025-01-18,16:27,CNR823577246,Success,CUST233911,eBike,Navlakha,Mhow Naka,9.0,11.0,False,,False,,False,,475,15.9,4.1,3.3"
"2025-01-03,19:41,CNR949841572,Canceled by Driver,CUST414417,Bike,MR 2,MR 10,,,False,,True,Customer related issue,False,,332,18.8,,"
"2025-01-19,12:29,CNR384882893,Canceled by Customer,CUST446368,Prime Plus,Sudama Nagar,MR 1,,,True,Driver asked to cancel,False,,False,,417,18.52,,"
"2025-01-20,22:07,CNR127821400,Success,CUST350884,Prime Sedan,Pipliyahana,MR 1,17.0,6.0,False,,False,,False,,435,17.82,4.9,4.2"
"2025-01-30,03:52,CNR822317618,Success,CUST555294,Auto,Navlakha,Palasia,15.0,16.0,False,,False,,False,,370,10.52,4.7,4.9"
"2025-01-20,21:43,CNR162700778,Canceled by Customer,CUST644885,Bike,MR 2,Scheme No. 140,,,True,Driver asked to cancel,False,,False,,268,11.77,,"
"2025-01-16,13:09,CNR713869993,Success,CUST850753,Mini,Lasudia Mori,Bada Gwaltoli,8.0,9.0,False,,False,,False,,653,18.09,4.1,4.6"
"2025-01-21,06:09,CNR900414009,Success,CUST548344,Auto,Scheme No. 114,Scheme No. 71,5.0,14.0,False,,False,,False,,474,3.66,4.6,3.2"
"2025-01-24,06:11,CNR868688029,Success,CUST765427,eBike,Chhoti Gwaltoli,Rajendra Nagar,18.0,10.0,False,,False,,False,,832,6.13,3.5,3.4"
"2025-01-20,22:56,CNR319683026,Success,CUST972192,eBike,Hira Nagar,MR 10,6.0,11.0,False,,False,,False,,178,19.72,4.1,3.7"
"2025-01-22,01:14,CNR597127532,Incomplete,CUST117429,Prime Sedan,Bada Gwaltoli,Annapurna,,,False,,False,,True,Vehicle Breakdown,479,14.84,,"
"2025-01-02,01:21,CNR573479512,Incomplete,CUST520950,Prime Sedan,Annapurna,Bhawarkua,,,False,,False,,True,Vehicle Breakdown,103,19.54,,"
"2025-01-01,23:45,CNR707586299,Success,CUST358889,Prime SUV,Patel Nagar,MR 2,11.0,6.0,False,,False,,False,,439,18.38,4.0,4.0"
"2025-01-11,15:41,CNR407237538,Incomplete,CUST294594,Bike,MR 10,Aerodrome Road,,,False,,False,,True,Vehicle Breakdown,424,8.03,,"
"2025-01-31,11:20,CNR851523866,Success,CUST593331,Prime Plus,Annapurna,MR 4,18.0,8.0,False,,False,,False,,907,12.49,3.4,3.9"
"2025-01-07,07:28,CNR587449047,Canceled by Driver,CUST735857,Bike,Patel Nagar,MG Road,,,False,,True,Customer was coughing/sick,False,,375,8.46,,"
"2025-01-27,07:51,CNR342291978,Success,CUST487514,Prime SUV,Nanda Nagar,Navlakha,14.0,10.0,False,,False,,False,,227,6.94,5.0,4.3"
"2025-01-22,00:16,CNR635478024,Success,CUST550029,Prime Sedan,Malharganj,Scheme No. 140,15.0,20.0,False,,False,,False,,548,12.13,4.5,4.5"
"2025-01-26,14:24,CNR507901679,Success,CUST820750,Prime Plus,Tilak Nagar,Super Corridor,19.0,9.0,False,,False,,False,,174,12.57,3.7,3.4"
"2025-01-27,00:55,CNR144974085,Success,CUST688948,eBike,Saket Nagar,Scheme No. 74,7.0,10.0,False,,False,,False,,394,16.08,4.1,4.7"
"2025-01-24,16:15,CNR996262551,Success,CUST784786,Auto,Bada Gwaltoli,MG Road,6.0,11.0,False,,False,,False,,256,17.46,3.9,3.6"
"2025-01-31,18:01,CNR900208722,Canceled by Driver,CUST419043,Prime Sedan,Chhoti Gwaltoli,Scheme No. 72,,,False,,True,Customer related issue,False,,333,4.62,,"
"2025-01-11,16:07,CNR779158105,Success,CUST728718,Prime Plus,Chhoti Gwaltoli,Aerodrome Road,13.0,17.0,False,,False,,False,,388,12.02,5.0,3.1"
"2025-01-05,02:25,CNR279955718,Success,CUST785793,Mini,RNT Marg,Pipliyahana,10.0,9.0,False,,False,,False,,1113,15.13,4.3,3.1"
"2025-01-29,12:52,CNR544983517,Incomplete,CUST531321,Bike,Super Corridor,Ring Road,,,False,,False,,True,Vehicle Breakdown,368,14.44,,"
"2025-01-20,00:52,CNR183273218,Success,CUST109299,Mini,South Tukoganj,Pipliyahana,20.0,6.0,False,,False,,False,,400,17.14,4.3,3.5"
"2025-01-09,22:29,CNR993186783,Success,CUST114334,Mini,LIG Colony,Geeta Bhawan,11.0,12.0,False,,False,,False,,803,17.23,3.3,3.4"
"2025-01-12,22:31,CNR660057820,Success,CUST988254,Bike,Vijay Nagar,LIG Colony,7.0,10.0,False,,False,,False,,180,5.55,4.0,4.2"
"2025-01-28,09:05,CNR893939848,Success,CUST339519,Prime Plus,Geeta Bhawan,RNT Marg,8.0,15.0,False,,False,,False,,208,8.79,3.6,3.8"
"2025-01-12,06:30,CNR363289732,Canceled by Driver,CUST962788,Prime SUV,Lokmanya Nagar,Bhanwarkuan,,,False,,True,Customer was coughing/sick,False,,177,7.45,,"
"2025-01-30,01:01,CNR570969971,Incomplete,CUST295895,Bike,MR 3,Lokmanya Nagar,,,False,,False,,True,Vehicle Breakdown,560,4.11,,"
"2025-01-15,22:05,CNR250302031,Success,CUST965290,Prime SUV,Malharganj,Silicon City,16.0,17.0,False,,False,,False,,756,6.04,4.6,4.0"
"2025-01-17,22:30,CNR470570701,Success,CUST789052,Bike,Scheme No. 72,Juni Indore,15.0,16.0,False,,False,,False,,291,4.65,4.0,4.0"
"2025-01-23,18:57,CNR542045580,Canceled by Customer,CUST629129,Prime Plus,Juni Indore,Geeta Bhawan,,,True,Driver asked to cancel,False,,False,,464,4.57,,"
"2025-01-29,03:55,CNR493590553,Success,CUST671084,Auto,Vijay Nagar,Scheme No. 94,18.0,5.0,False,,False,,False,,442,19.05,3.9,4.9"
"2025-01-23,03:38,CNR224475127,Success,CUST468106,Prime SUV,Patel Nagar,Ring Road,13.0,15.0,False,,False,,False,,133,17.04,3.8,3.9"
"2025-01-23,23:47,CNR714204704,Success,CUST770623,Auto,Malharganj,Annapurna,8.0,10.0,False,,False,,False,,259,8.96,3.7,3.6"
"2025-01-31,10:27,CNR408059414,Success,CUST288660,Auto,Scheme No. 78,Sudama Nagar,17.0,7.0,False,,False,,False,,690,7.28,3.5,4.0"
"2025-01-29,14:14,CNR428870317,Success,CUST907584,Prime Sedan,Bhawarkua,Khajrana,7.0,5.0,False,,False,,False,,129,12.71,3.9,3.4"
"2025-01-10,10:56,CNR198442530,Canceled by Customer,CUST579188,Prime SUV,Sudama Nagar,Scheme No. 54,,,True,Driver is not moving towards pickup location,False,,False,,941,2.39,,"
"2025-01-02,04:43,CNR857864835,Success,CUST300728,Mini,Navlakha,Scheme No. 74,6.0,16.0,False,,False,,False,,909,7.0,3.7,4.7"
"2025-01-09,06:30,CNR123471409,Incomplete,CUST971531,eBike,Scheme No. 73,Scheme No. 114,,,False,,False,,True,Other Issue,248,7.46,,"
"2025-01-18,07:11,CNR584867941,Canceled by Driver,CUST854598,Bike,Scheme No. 54,Scheme No. 94,,,False,,True,More than permitted people in there,False,,612,3.0,,"
"2025-01-15,07:04,CNR273340293,Success,CUST372479,Prime Sedan,Hira Nagar,Super Corridor,13.0,18.0,False,,False,,False,,202,4.58,3.0,4.4"
"2025-01-04,04:35,CNR366680293,Success,CUST364750,Prime SUV,Bhawarkua,Scheme No. 94,20.0,13.0,False,,False,,False,,613,17.65,3.1,3.9"
"2025-01-24,22:24,CNR747536275,Success,CUST751084,Prime SUV,Hira Nagar,Super Corridor,16.0,6.0,False,,False,,False,,120,6.53,4.4,4.0"
"2025-01-06,18:26,CNR352941620,Canceled by Driver,CUST208056,Auto,AB Road,Rau,,,False,,True,Personal & Car related issue,False,,230,6.8,,"
"2025-01-28,21:07,CNR723193557,Success,CUST446021,Prime Plus,Sapna Sangeeta,Scheme No. 54,5.0,5.0,False,,False,,False,,425,6.51,3.4,3.3"
"2025-01-12,22:31,CNR782117868,Canceled by Driver,CUST329663,Prime Sedan,Chhoti Gwaltoli,Scheme No. 94,,,False,,True,Customer related issue,False,,228,18.52,,"
"2025-01-07,23:15,CNR572066374,Success,CUST311574,Prime Sedan,Bhawarkua,South Tukoganj,15.0,7.0,False,,False,,False,,106,9.61,3.6,4.6"
"2025-01-27,21:43,CNR414859368,Success,CUST198919,Mini,Navlakha,Pipliyahana,5.0,20.0,False,,False,,False,,256,7.15,4.4,4.6"
"2025-01-27,06:40,CNR929814574,Success,CUST498751,Prime Sedan,Aerodrome Road,Tilak Nagar,17.0,5.0,False,,False,,False,,167,2.01,4.2,5.0"
"2025-01-25,01:02,CNR972505861,Success,CUST115673,Mini,Super Corridor,Scheme No. 72,16.0,5.0,False,,False,,False,,705,10.5,4.9,3.3"
"2025-01-17,05:23,CNR206765568,Incomplete,CUST702339,Prime Plus,MR 4,Bhawarkua,,,False,,False,,True,Other Issue,356,12.25,,"
"2025-01-30,23:06,CNR555393362,Canceled by Driver,CUST286201,Prime Plus,RNT Marg,Saket Nagar,,,False,,True,More than permitted people in there,False,,766,6.25,,"
"2025-01-23,17:31,CNR620501912,Success,CUST587699,Prime Sedan,Saket Nagar,Geeta Bhawan,15.0,8.0,False,,False,,False,,881,17.49,3.4,3.1"
"2025-01-23,00:21,CNR122013115,Success,CUST749288,Prime Sedan,Annapurna,Bhanwarkuan,5.0,20.0,False,,False,,False,,941,12.43,3.6,3.4"
"2025-01-07,10:06,CNR857520634,Success,CUST827579,Prime Plus,Saket Nagar,Navlakha,12.0,12.0,False,,False,,False,,520,4.23,4.7,3.7"
"2025-01-27,19:19,CNR688858234,Success,CUST802229,eBike,Rajendra Nagar,MG Road,17.0,13.0,False,,False,,False,,189,17.35,3.7,3.9"
"2025-01-03,01:09,CNR880952481,Canceled by Driver,CUST127130,Prime Plus,Hira Nagar,Malharganj,,,False,,True,Customer related issue,False,,176,14.83,,"
"2025-01-28,05:10,CNR633919828,Canceled by Driver,CUST620704,Bike,Bhawarkua,Scheme No. 54,,,False,,True,Customer was coughing/sick,False,,198,14.94,,"
"2025-01-17,09:21,CNR943252539,Success,CUST275061,Bike,South Tukoganj,Lokmanya Nagar,6.0,14.0,False,,False,,False,,312,3.34,4.5,4.7"
"2025-01-29,12:51,CNR962377406,Success,CUST274279,Bike,Bhawarkua,Scheme No. 71,8.0,6.0,False,,False,,False,,109,7.54,4.5,3.2"
"2025-01-22,21:50,CNR784146578,Success,CUST683617,Prime Plus,South Tukoganj,Bhawarkua,9.0,15.0,False,,False,,False,,280,11.69,3.9,4.8"
"2025-01-09,05:29,CNR508543551,Success,CUST450915,Prime Plus,Rajendra Nagar,Scheme No. 140,20.0,7.0,False,,False,,False,,681,10.69,3.0,3.9"
"2025-01-27,19:14,CNR761471067,Canceled by Customer,CUST751619,Prime Sedan,Ring Road,Lokmanya Nagar,,,True,Change of plans,False,,False,,249,12.12,,"
"2025-01-09,15:24,CNR670471628,Incomplete,CUST519005,eBike,MR 3,Palasia,,,False,,False,,True,Other Issue,332,15.72,,"
"2025-01-12,16:04,CNR820104071,Success,CUST160681,eBike,Scheme No. 72,Khajrana,13.0,17.0,False,,False,,False,,276,8.76,3.5,3.4"
"2025-01-07,08:06,CNR227498027,Incomplete,CUST531680,Prime Plus,Scheme No. 78,MR 4,,,False,,False,,True,Vehicle Breakdown,328,16.37,,"
"2025-01-19,02:00,CNR780548300,Success,CUST946852,eBike,MR 1,South Tukoganj,17.0,11.0,False,,False,,False,,706,11.55,3.1,4.9"
"2025-01-14,03:59,CNR608876491,Success,CUST278429,eBike,Sudama Nagar,South Tukoganj,6.0,8.0,False,,False,,False,,996,8.05,3.6,3.6"
"2025-01-22,16:02,CNR839015026,Success,CUST635166,Auto,Geeta Bhawan,Mhow Naka,7.0,5.0,False,,False,,False,,405,16.59,3.1,3.9"
"2025-01-05,01:32,CNR962518829,Canceled by Driver,CUST788954,Bike,Scheme No. 73,Juni Indore,,,False,,True,Customer was coughing/sick,False,,472,15.46,,"
"2025-01-08,16:14,CNR967349588,Success,CUST166122,eBike,Bhanwarkuan,Scheme No. 73,17.0,13.0,False,,False,,False,,493,7.45,3.8,3.2"
"2025-01-18,16:00,CNR620827957,Success,CUST705776,Prime Plus,LIG Colony,Malharganj,6.0,7.0,False,,False,,False,,1408,13.37,4.9,3.3"
"2025-01-11,01:28,CNR547365582,Success,CUST693720,eBike,Silicon City,Mhow Naka,6.0,6.0,False,,False,,False,,337,15.94,4.7,4.0"
"2025-01-20,08:00,CNR316687830,Success,CUST342202,eBike,Patel Nagar,MR 3,12.0,20.0,False,,False,,False,,773,6.88,4.6,3.1"
"2025-01-17,18:13,CNR330225561,Success,CUST888927,Prime Sedan,Aerodrome Road,RNT Marg,12.0,9.0,False,,False,,False,,449,8.44,4.4,3.6"
"2025-01-03,00:04,CNR520854330,Success,CUST969964,Mini,Scheme No. 140,Juni Indore,17.0,14.0,False,,False,,False,,876,8.09,3.1,3.4"
"2025-01-11,22:50,CNR231060084,Success,CUST757786,Auto,MG Road,Tilak Nagar,10.0,5.0,False,,False,,False,,517,8.31,3.3,4.5"
"2025-01-05,01:27,CNR936275100,Success,CUST931493,Mini,MR 9,Tilak Nagar,10.0,10.0,False,,False,,False,,351,2.48,4.6,4.1"
"2025-01-29,11:11,CNR605367309,Canceled by Driver,CUST293590,Bike,Juni Indore,Hira Nagar,,,False,,True,More than permitted people in there,False,,860,15.09,,"
"2025-01-30,19:56,CNR459014606,Incomplete,CUST120334,Mini,Bada Gwaltoli,Mhow Naka,,,False,,False,,True,Vehicle Breakdown,150,17.72,,"
"2025-01-28,20:52,CNR436909795,Success,CUST252679,Prime Plus,MR 1,AB Road,15.0,8.0,False,,False,,False,,504,13.17,3.6,4.1"
"2025-01-15,12:07,CNR551106943,Canceled by Driver,CUST565457,Prime Plus,Scheme No. 72,Pipliyahana,,,False,,True,More than permitted people in there,False,,152,18.78,,"
"2025-01-17,05:40,CNR580507414,Success,CUST460912,eBike,Aerodrome Road,Lasudia Mori,6.0,10.0,False,,False,,False,,284,9.52,4.9,3.4"
"2025-01-21,16:20,CNR121214647,Incomplete,CUST274958,Prime Sedan,Scheme No. 94,Juni Indore,,,False,,False,,True,Customer Demand,360,17.9,,"
"2025-01-21,14:42,CNR437701635,Success,CUST295012,Mini,Scheme No. 94,Lasudia Mori,9.0,9.0,False,,False,,False,,177,11.13,3.8,4.2"
"2025-01-05,10:13,CNR777469666,Success,CUST469657,Prime SUV,Scheme No. 72,Scheme No. 140,16.0,17.0,False,,False,,False,,637,11.94,3.4,3.2"
"2025-01-12,23:14,CNR278334746,Incomplete,CUST600195,Prime Sedan,Khajrana,Annapurna,,,False,,False,,True,Customer Demand,247,15.51,,"
"2025-01-29,22:40,CNR642462233,Incomplete,CUST568782,Mini,MR 1,South Tukoganj,,,False,,False,,True,Customer Demand,477,11.11,,"
"2025-01-02,11:21,CNR745077970,Success,CUST399832,Prime Sedan,Lasudia Mori,Aerodrome Road,5.0,5.0,False,,False,,False,,289,4.98,3.7,4.3"
"2025-01-04,08:30,CNR678049736,Canceled by Driver,CUST107832,Auto,Mhow Naka,Lasudia Mori,,,False,,True,Customer was coughing/sick,False,,912,16.7,,"
"2025-01-04,15:08,CNR400211541,Canceled by Customer,CUST331134,Auto,Super Corridor,Lokmanya Nagar,,,True,Driver is not moving towards pickup location,False,,False,,657,14.67,,"
"2025-01-05,21:12,CNR735815551,Success,CUST750927,Bike,Malharganj,MR 3,13.0,10.0,False,,False,,False,,154,13.7,3.9,4.3"
"2025-01-02,12:00,CNR835844511,Success,CUST271646,eBike,MR 1,MG Road,5.0,5.0,False,,False,,False,,157,18.6,4.5,4.5"
"2025-01-14,07:57,CNR154179914,Success,CUST275344,eBike,MG Road,Nanda Nagar,20.0,10.0,False,,False,,False,,464,11.07,4.7,4.1"
"2025-01-11,08:42,CNR227853958,Success,CUST274988,Bike,Navlakha,Vijay Nagar,5.0,20.0,False,,False,,False,,405,17.69,4.5,4.4"
"2025-01-11,13:40,CNR328853044,Incomplete,CUST238314,Bike,Chhoti Gwaltoli,MR 3,,,False,,False,,True,Other Issue,561,10.82,,"
